Date,Close,High,Low,Open,Volume,MA20,MA50,RSI,Momentum
2022-01-03,143.71710205078125,144.5690445952647,142.4498360033949,143.78003581245565,28646000,,,,
2022-01-04,143.13034057617188,145.19750561007717,142.45334497286012,144.11807263912576,28400000,,,,
2022-01-05,136.56405639648438,143.22945569243274,136.47783061916755,143.15065613098375,54618000,,,,
2022-01-06,136.53680419921875,138.71003866950787,135.3582591822802,135.79439434447366,37348000,,,,
2022-01-07,135.81271362304688,137.23163499485634,134.57320114440378,136.93128920152486,29760000,,,,
2022-01-10,137.45068359375,137.59937427004354,131.99407910389132,133.89075867659383,44408000,,,,
2022-01-11,138.5078125,138.9836045313537,135.49107504085617,136.7940204323314,28730000,,,,
2022-01-12,140.18740844726562,141.35456438559447,139.45788494003665,139.90937157216942,26108000,,,,
2022-01-13,137.36892700195312,141.59445882785775,137.1924825382084,140.29596006685344,31436000,,,,
2022-01-14,138.2545623779297,139.50497974939202,135.79438276109653,135.87416542111617,29662000,,,,
2022-01-18,134.80267333984375,135.92620981691346,134.24809688423744,134.9781195690153,34872000,,,,
2022-01-19,133.92893981933594,136.74695452608606,133.82882958181867,135.32357116715727,28648000,,,,
2022-01-20,132.1358184814453,136.41637384209355,131.79583090485298,135.05246087078947,29908000,,,,
2022-01-21,129.20579528808594,133.68011249754008,128.94312507327743,131.42809390052594,55652000,,,19.39435049665194,
2022-01-24,129.65432739257812,130.04982252537027,123.40573418952586,124.87074048240562,76622000,,,21.639429119739646,
2022-01-25,125.81932830810547,128.26167595997225,125.38865318603597,127.60847149388137,46960000,,,17.222514162112887,
2022-01-26,128.0971221923828,131.8310108586025,126.0244974232128,129.96654697196033,49130000,,,26.781813232450446,
2022-01-27,127.87113189697266,131.4865641925573,127.7992594466559,130.14992113768704,31950000,,,26.45538482120955,
2022-01-28,132.1789093017578,132.1843693083256,127.35568167167753,128.5193588055283,34362000,,,41.17395905420522,
2022-01-31,134.11427307128906,134.28229308420728,131.04747300112987,132.9828112703711,39986000,134.7669364929199,,46.36720977815544,
2022-02-01,136.43423461914062,136.58192710483272,133.18752575522686,136.38517016204025,68644000,134.40279312133788,,51.854163185129,
2022-02-02,146.6991729736328,150.21449505368315,144.24345529712326,149.92060751528354,123200000,134.58123474121095,,67.63272121796788,
2022-02-03,141.8323211669922,148.3594496248234,141.41155275115443,144.4248414458833,71518000,134.84464797973632,,57.93774744687779,
2022-02-04,142.0335693359375,143.6016655574309,139.27998583713477,142.1837422499907,57998000,135.11948623657227,,58.20454835165376,
